post_text,label,split
wordddd ! ? we got all them nba channels ! ? ! ? ! ? thank the lord jesus ! ! ! ! ! ,negative,train
one day i wanna be able to approach a stranger and share love and have them reciprocate the feeling to others . stranger to stranger . ,negative,train
she talk simplesolutionsinfoodsfordepressioninsights http t . co om szvnlu,negative,train
tampa specialist details benefits of bio identical hormone replacement therapy overcome depression http t . co oa sl x zk,negative,train
oh no ! what is wrong with people ? ! ? ! https t . co zl f h agq,negative,train
this con ed truck has been sucking shit out of a sewer since and its so loud just leave already,negative,train
do you struggle with the need for perfection ? https t . co cyutjsh mi,negative,train
i guess im not welcome anymore . ,negative,train
no severe weather up in denton co but we spotted a very interesting looking cloud . ufo https t . co yjlfihhqg ,negative,train
rt jeyyounit got lots of candy now we re going out to scare the shit out of ourselves hope you guys are having a great hallow ,negative,train
the most disappointing movie game book sequel ? world of warcraft cataclysm https t . co be bqcesw,negative,train
rt sean mcbay australia should have sent in rebel wilson on a wrecking ball aus eurorvision ,negative,train
tackling feelings of resentment ? http t . co xnxlft yia,negative,train
rt gaingrantham autistic boy invited friends to his birthday but no one replied what happened next was amazing . we love this . . . http ,negative,train
 funfact if i m diagnosed with ovarian cysts and or depression i cannot afford the care required to rectify it ! awesome . ,negative,train
noooo men all over the world know that man flu is not a myth now ! mo what have you done ? ! hrsae,negative,train
how did you handle your divorce ? ,negative,train
"friendly as shit to your face , fuckin around wit your female behind your back ",negative,train
what do you use as a ringtone on your phone ? https t . co n tf ydff https t . co vpyvtkjd o,negative,train
letter to tupac by boosie hits . . ,negative,train
 aartorias you re so messy clean me up ,negative,train
depression treatments cheney reveals defibrillator altered to thwart terrorists http t . co zegbfnofmc,negative,train
i need to go take a wiz khalifa . ,negative,train
rt bcar let s go ! ! gamedaytobrookings http t . co ihk orjind,negative,train
 aartorias and you are how old ? ,negative,train
what happens after ivdd surgery ? http bit . ly c vf,negative,train
next time notice the feeling when someone smiles at you ? mindfulness https t . co ft w rfz,negative,train
how bout them eagles huh ? ,negative,train
 imalexholtti please,negative,train
half these people we slate as celebrities ugly af especially these thick ass ig hoes who gives a fuck about yall ? oh yeah society . . . . ,negative,train
but bro mcr is life,negative,train
"always remember anything worth having takes time , hard work , and effort ! if you want it bad enough you http t . co ksrwmryr t",negative,train
sexual health for postmenopausal women is improved by hypnotic relaxation baylor university depression treat http t . co w fehreejz,negative,train
rt saucetext luke is still my penguin,negative,train
i didn t lose my virginity till after jr . high . now young hoes be throwing that ass back after play day . . ,negative,train
 ss mangos where,negative,train
rt cole dcsr brandon fucking meriweather ! ,negative,train
rt louis tomlinson massive thank you again to officialbbmas ! and of course our incredible fans for making tonight so special for us ! ,negative,train
"rt autumgrady this is hell , where s my bed ? ",negative,train
"rt bonappetit meatlessmonday , you ve never looked tastier http t . co ihao mf ",negative,train
 genevieveverso idk my sister is being the buzzkill of the kitchen right now . ,negative,train
amazing results of positive thinking if you want to get amazing results of positive thinking pdf ebook copy . . . . http t . co ugvgledlb,negative,train
playing flappy bird on my old iphone . . lol,negative,train
"rt mesucksatlife i had cuts amp i don t remember why , but now i have new ones because i can t help myself . ",negative,train
 ways praying actually benefits your health ! http t . co cg vnmsomo health overcome depression http t . co n keixqvxx,negative,train
talk business feelingawayfromsortsadviceforhandlingdepression http t . co quricnzjz ,negative,train
 chloe roknich we definitely do ! sylvester and yayo swag ! http t . co bv yxceqw,negative,train
my friend told a boy i use to like that i like him and he just told me she told him omg,negative,train
rt sos does it sound good ? ? ? https t . co ufus e nl,negative,train
" erikc u izayathegod mrgo ham yea , it s just a clip . i saw the full one on fb . ",negative,train
shortage of psychiatrist in some jails ? https t . co vklwxsdlc,negative,train
i hate when i have to sit there for like minutes rewording a tweet so it s under words . ,negative,train
chipotle to sell hamburgers ? https t . co y n onxfn,negative,train
let s get drunk . gamedaytobrookings,negative,train
nahhh its good music that s why,negative,train
rt sosworldalerts michael clifford spotted driving recently watchout julz http t . co xeri g jo,negative,train
still pissed . https t . co ue bdugrcm,negative,train
" misslusyd seriously ? if you don t mind me asking , why ? ",negative,train
" ajplus absolutely despicable ! the way the law thinks they are owed priority over others is sickening , they are authority gone wrong ! ! ",negative,train
"rt adultfilmproj if you are interested in getting involved , please dm or tweet me , or email me ljmuadultfilmresearch ljmu . ac . uk adultfi ",negative,train
rt tonimariex gotta stay high all the time to forget i m missing you,negative,train
damnit why did i pick up the john cleese book if i didn t want to spend money ? ! ,negative,train
 gemimaroo rysieryanbald what a man and thank you for doing this for awareness for autism ! ,negative,train
"rt misterwhistles the gov t uses ur to subsidize meat , dairy , amp gmo wheat amp corn farms . that s why a salad costs more than a burger . ht ",negative,train
publish place waystoovercomeyourdepression http t . co extye utl ,negative,train
its not worth it . ,negative,train
"monday , i m coming to get ya positiveaffirmations http t . co gv tuin md",negative,train
the daybreak make an important goal happen with a morning habit via zenhabits http t . co ogmyl uiap,negative,train
"rt sostumblrx yes mum , dad , sos thanks you for creating me and i m fuckin amazing ",negative,train
nanny asks would you work for a family that doesn t vaccinate their kids ? i got the chicken pox last year at . . . http t . co yrtsz i gt,negative,train
i still really want to talk to my one friend right now . . . ,negative,train
rt feelingthepain i cut to get rid of the pain . ,negative,train
are you teaching your children to discriminate or to accept our differences ? parenting,negative,train
rt boybanshee botanica watercolour painting art landscape http t . co dblvuyqjxf,negative,train
new technique zaps major depression florida times union depression treatments http t . co vh ftaqyx,negative,train
